X,Y,OBJECTID,SchoolCode,OrganizationId,SchoolName,Label,ESDCode,ESDNum,ESDName,LEACode,LEAName,LowestGrade,HighestGrade,LowGrade_Int,HighGrade_Int,OrgCategoryList,AYPCode,AYPCodeDescription,GradeCategory,PhysicalAddress,MailingAddress,PrincipalName,Email,Phone,Latitude,Longitude,County,CongressionalDistrict,LegislativeDistrict
1340024.368,782787.2967,6626,5135,104746,Twin Falls Middle School,,17801,121,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"46910 S.E. Middle Fork Road, North Bend, Washington, 98045","46910 S.E. Middle Fork Road, North Bend, Washington, 98045",Jeffrey T D'ambrosio,dambrosioj@svsd410.org,425.831.4146,47.473463,-121.714638,King,1,5
1226151.138,857818.3491,6674,2739,101524,Lake Washington High,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"12033 NE 80TH, Kirkland, Washington, 98033-8117","12033 NE 80TH ST, Kirkland, Washington, 98033-8117",Christine  Bell,cbell@lwsd.org,425.936.1700,47.67338,-122.181426,King,1,48
1221510.317,855768.9799,6687,3041,101527,Lakeview Elementary,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"10400 NE 68TH, Kirkland, Washington, 98033-7041","10400 NE 68TH, Kirkland, Washington, 98033-7041",Heather  Frazier,hfrazier@lwsd.org,425.936.2600,47.667491,-122.200077,King,1,48
1242768.611,891867.0307,6704,3790,101643,Leota Middle School,,17801,121,Puget Sound Educational Service District 121,17417,Northshore School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"19301 168 AV NE, Woodinville, Washington, 98072-8426","19301 168 AV NE, Woodinville, Washington, 98072-8426",Audee  Gregor,agregor@nsd.org,425.408.6500,47.767642,-122.116831,King,1,45
1243170.665,864178.7248,6779,3529,101532,Mann Elementary,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"17001 NE 104th, Redmond, Washington, 98052-3101","17001 NE 104th, Redmond, Washington, 98052-3101",Megan  Spaulding,mspaulding@lwsd.org,425.936.2610,47.691785,-122.112895,King,1,48
1222855.086,893067.5148,6812,3344,101634,Maywood Hills Elementary,,17801,121,Puget Sound Educational Service District 121,17417,Northshore School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"19510 104 AV NE, Bothell, Washington, 98011-2401","19510 104 AV NE, Bothell, Washington, 98011-2401",Sonja  Hoeft,shoeft@nsd.org,425.408.5000,47.769785,-122.197879,King,1,1
1212778.309,837448.4981,6843,3436,101376,Medina Elementary School,,17801,121,Puget Sound Educational Service District 121,17405,Bellevue School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"8001 NE 8TH ST., MEDINA, Washington, 98039-4710","8001 NE 8TH ST., MEDINA, Washington, 98039-4710",Laurie  Harvey,harveyl@bsd405.org,425.456.5400,47.616762,-122.233869,King,1,48
1214481.597,881892.7353,6884,3442,101638,Moorlands Elementary,,17801,121,Puget Sound Educational Service District 121,17417,Northshore School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"15115 84 AV NE, Kenmore, Washington, 98028-4709","15115 84 AV NE, Kenmore, Washington, 98028-4709",Meghan  Griffin,mgriffin@nsd.org,425.408.5100,47.738663,-122.230919,King,1,46
1231058.179,877225.3913,6923,3748,101543,Muir Elementary,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"14012 132nd AVE NE, Kirkland, Washington, 98034-1511","14012 132nd AVE NE, Kirkland, Washington, 98034-1511",Ashley Marie Boughton,aboughton@lwsd.org,425.936.2640,47.72685,-122.163176,King,1,45
1227108.663,883092.4675,6977,4021,101648,Northshore Middle School,,17801,121,Puget Sound Educational Service District 121,17417,Northshore School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"12101 NE 160 ST, Bothell, Washington, 98011-4141","12101 NE 160 ST, Bothell, Washington, 98011-4141",Tiffany  Rodriguez,trodriguez@nsd.org,425.408.6700,47.742699,-122.179725,King,1,1
1261672.738,848080.2009,7149,5265,105470,Tesla STEM High School,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"4301 228th Ave NE, Redmond, Washington, 98053-8333","4301 228th Ave NE, Redmond, Washington, 98053-8333",Cindy  Duenas,cduenas@lwsd.org,425.936.2770,47.64867777,-122.0365201,King,1,45
1243465.625,870337.8867,7325,5511,106142,Clara Barton Elementary School,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"12011 172nd Ave NE, Redmond, Washington, 98052","12011 172nd Ave NE, Redmond, Washington, 98052",Karen  Barker,kabarker@lwsd.org,425.936.1200,47.70868093,-122.1122088,King,1,45
1267931.632,861078.4673,7334,5512,106143,Ella Baker Elementary School,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"9595 Eastridge Drive NE, Redmond, Washington, 98053","9595 Eastridge Drive NE, Redmond, Washington, 98053",Kim  Bilanko,kbilanko@lwsd.org,425.936.2790,47.68463292,-122.0121458,King,1,45
1229975.19,869132.8754,7350,5306,105571,Open Doors at LWIT,,OSPI,,Office of Superintendent of Public Instruction,17937,Lake Washington Institute of Technology,11,12,11,12," Public School, Re-Engagement School",R,Reengagement School,High School,"11605 132nd Ave NE, Kirkland, Washington, 98034","11605 132nd Ave NE, Kirkland, Washington, 98034",Tuan  Dang,Tuan.Dang@lwtech.edu,425.739.8274,47.70461,-122.16688,King,1,45
1229975.19,869132.8754,7351,5953,104473,Lake Washington Technical Academy,,OSPI,,Office of Superintendent of Public Instruction,17937,Lake Washington Institute of Technology,11,12,11,12, Public School,P,Public School,High School,"11605 132nd Ave NE, Kirkland, Washington, 98034-8506","11605 132nd Ave NE, Kirkland, Washington, 98034-8506",Tuan  Dang,tuan.dang@lwtech.edu,425.739.8274,47.70461,-122.16688,King,1,45
1293380.209,848820.8996,7407,5244,105412,Choice,,17801,121,Puget Sound Educational Service District 121,17407,Riverview School District,7,10,7,10," Public School, Regular School",P,Public School,Other,"32302 NE 50th St, Carnation, Washington, 98014","32302 NE 50th St, Carnation, Washington, 98014",John  Bomar,bomarj@rsd407.org,425.844.4960,47.65233,-121.90797,King,1,5
1251631.067,888669.6322,7484,5583,106232,Northshore Family Partnership,,17801,121,Puget Sound Educational Service District 121,17417,Northshore School District,K,8,0,8," Public School, Regular School",P,Public School,Other,"18101 Avondale Road NE, Woodinville, Washington, 98077","18101 Avondale Road NE, Woodinville, Washington, 98077",Gary  Keeler,gkeeler@nsd.org,425.408.4100,47.759372,-122.080546,King,1,45
1263126.311,862246.5561,7522,5597,106247,Timberline Middle School,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"9900 Redmond Ridge Drive NE, Redmond, Washington, 98053","9900 Redmond Ridge Drive NE, Redmond, Washington, 98053",  ,,,47.68758007,-122.0317406,King,1,45
1241798.736,858178.7739,7582,5598,106248,Old Redmond Schoolhouse,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,PK,PK,-1,-1," Preschool, Public School",P,Public School,PK Only,"16600 NE 80th Street, Redmond, Washington, 98052","16600 NE 80th Street, Redmond, Washington, 98052",  ,,,47.67526478,-122.1179641,King,1,48
1240396.752,856545.7355,7605,5678,106751,Lake Washington SD Online School,,17801,121,Puget Sound Educational Service District 121,17414,Lake Washington School District,K,12,0,12," Public School, Regular School",P,Public School,K-12,"16250 NE 74TH ST, REDMOND, Washington, 98052","P.O. BOX 97039, REDMOND, Washington, 98073",Richard  Snyder,rsnyder@lwsd.org,425.936.1416,47.67071037,-122.1235165,King,1,48
1191330.242,1131126.45,5096,2880,102407,Washington Elementary School,,29801,189,Northwest Educational Service District 189,29320,Mount Vernon School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1020 McLean Rd, Mount Vernon, Washington, 98273-3264","1020 McLean Rd, Mount Vernon, Washington, 98273-3264",Stephanie  Jones-Flores,sflores@mvsd320.org,360.428.6122,48.420071,-122.348702,Skagit,1,40
1335373.799,1169139.891,5243,2810,102361,Concrete High School,,29801,189,Northwest Educational Service District 189,29011,Concrete School District,7,12,7,12," Public School, Regular School",P,Public School,Other,"7830 S. Superior Avenue, Concrete, Washington, 98237-9340","7830 S. Superior Avenue, Concrete, Washington, 98237-9340",Laura  Fead,lfead@concrete.k12.wa.us,360.853.4015,48.5319712,-121.7583597,Skagit,1,39
1335658.499,1168898.659,5244,5087,104343,Special Services School,,29801,189,Northwest Educational Service District 189,29011,Concrete School District,PK,PK,-1,-1," Public School, Special Education School",S,Special Education School,PK Only,"45389 Airport Way, Concrete, Washington, 98237","45389 Airport Way, Concrete, Washington, 98237",Carrie  Crickmore,ccrickmore@concrete.k12.wa.us,360.853.4151,48.53132283,-121.7571696,Skagit,1,39
1335658.499,1168898.659,5246,1605,102356,Twin Cedars High School,,29801,189,Northwest Educational Service District 189,29011,Concrete School District,7,12,7,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,Other,"45389 Airport Way, Concrete, Washington, 98237","45389 Airport Way, Concrete, Washington, 98237",Laura  Fead,lfead@concrete.k12.wa.us,360.853.4015,48.53132283,-121.7571696,Skagit,1,39
1193289.231,1125253.682,5373,1992,103984,Skagit Academy,,29801,189,Northwest Educational Service District 189,29320,Mount Vernon School District,K,12,0,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,K-12,"2001 Cleveland Ave, Mount Vernon, Washington, 98273","2001 Cleveland Ave, Mount Vernon, Washington, 98273",Joy  Walton Kawasaki,jwaltonkawasaki@mvsd320.org,360.428.6206,48.4041102,-122.3400768,Skagit,1,10
1198742.8,1126174.173,5788,3183,102409,Jefferson Elementary,,29801,189,Northwest Educational Service District 189,29320,Mount Vernon School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1801 E Blackburn Rd, Mount Vernon, Washington, 98273-9139","1801 E Blackburn Rd, Mount Vernon, Washington, 98273-9139",Timothy  Newall,tnewall@mvsd320.org,360.428.6128,48.406978,-122.317729,Skagit,1,10
1200295.004,1134910.171,5862,3821,102411,La Venture Middle School,,29801,189,Northwest Educational Service District 189,29320,Mount Vernon School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"1200 LaVenture Rd, Mount Vernon, Washington, 98273-2762","1200 LaVenture Rd, Mount Vernon, Washington, 98273-2762",DAVID  RIDDLE,driddle@mvsd320.org,360.428.6116,48.431005,-122.312169,Skagit,1,40
1217263.697,1123957.921,5968,2521,102379,Big Lake Elementary School,,29801,189,Northwest Educational Service District 189,29101,Sedro-Woolley School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"16802 Lake View Blvd., Mount Vernon, Washington, 98274-8180","16802 Lake View Blvd., Mount Vernon, Washington, 98274-8180",  ,,,48.402052,-122.24133,Skagit,1,10
1203382.21,1138751.32,6075,4329,102414,Centennial Elementary School,,29801,189,Northwest Educational Service District 189,29320,Mount Vernon School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"3100 Martin Rd, Mount Vernon, Washington, 98273-8612","3100 Martin Rd, Mount Vernon, Washington, 98273-8612",Julie  Sager,jsager@mvsd320.org,360.428.6138,48.44172,-122.299823,Skagit,1,40
1219698.659,1146728.672,6136,3403,102384,Clear Lake Elementary School,,29801,189,Northwest Educational Service District 189,29101,Sedro-Woolley School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"23631 Lake Street, Clear Lake, Washington, 98235-0000","PO BOX 128, Clear Lake, Washington, 98235-0000",Dina  Fox,dfox@swsd.k12.wa.us,360.855.3530,48.464572,-122.233372,Skagit,1,39
1334166.597,1169219.718,6163,2577,102358,Concrete Elementary,,29801,189,Northwest Educational Service District 189,29011,Concrete School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"7838 S. Superior Ave, Concrete, Washington, 98237-9340","7838 S. Superior Ave, Concrete, Washington, 98237-9340",Jaci  Gallagher,jgallagher@concrete.k12.wa.us,360.853.4110,48.532137,-121.763344,Skagit,1,39
1200026.079,1127791.851,6736,4013,102413,Little Mountain Elementary,,29801,189,Northwest Educational Service District 189,29320,Mount Vernon School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1514 S LaVenture RD, Mount Vernon, Washington, 98274-6034","1514 S LaVenture RD, Mount Vernon, Washington, 98274-6034",Susan  Husband,shusband@mvsd320.org,360.428.6125,48.41148999,-122.3126025,Skagit,1,10
1259883.082,1169097.259,6758,2620,102380,Lyman Elementary School,,29801,189,Northwest Educational Service District 189,29101,Sedro-Woolley School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"8183 Lyman Avenue, Lyman, Washington, 98263-0000","PO BOX 1308, Lyman, Washington, 98263-0000",Scott  McPhee,smcphee@swsd.k12.wa.us,360.855.3535,48.528147,-122.069692,Skagit,1,39
1196271.706,1134296.245,6768,3001,102408,Madison Elementary,,29801,189,Northwest Educational Service District 189,29320,Mount Vernon School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"400 53rd St, Mount Vernon, Washington, 98273-2971","400 53rd St, Mount Vernon, Washington, 98273-2971",Juan  Gaona,jgaona@mvsd320.org,360.428.6131,48.429069,-122.32867,Skagit,1,40
1196478.818,1132497.435,6896,2295,102405,Mount Vernon High School,,29801,189,Northwest Educational Service District 189,29320,Mount Vernon School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"314 N 9th St, Mount Vernon, Washington, 98273-3327","314 N 9th St, Mount Vernon, Washington, 98273-3327",Teresa  Wattawa,twattawa@mvsd320.org,360.428.6100,48.424155,-122.327646,Skagit,1,40
1193989.252,1129603.618,6912,3829,102412,Mount Vernon Special Ed,,29801,189,Northwest Educational Service District 189,29320,Mount Vernon School District,PK,12,-1,12," Public School, Special Education School",S,Special Education School,PK-12,"920 S 2nd St, Mount Vernon, Washington, 98273-4200","920 S 2nd St, Mount Vernon, Washington, 98273-4200",Clint  Carlton,ccarlton@mvsd320.org,360.428.6141,48.41607,-122.337614,Skagit,1,40
1200168.793,1128430.037,6914,4511,102415,Mount Baker Middle School,,29801,189,Northwest Educational Service District 189,29320,Mount Vernon School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"2310 E Section St, Mount Vernon, Washington, 98274-6026","2310 E Section St, Mount Vernon, Washington, 98274-6026",Jennifer  Harlan,mmauro@mvsd320.org,360.428.6172,48.41324707,-122.3120756,Skagit,1,10
1200845.318,1137262.737,7187,5449,106000,Mount Vernon Open Doors,,29801,189,Northwest Educational Service District 189,29320,Mount Vernon School District,10,12,10,12," Public School, Re-Engagement School",R,Reengagement School,High School,"2405 E College Way, Mount Vernon, Washington, 98273","2001 Cleveland Ave, Mount Vernon, Washington, 98273",Christopher  Jorgensen,cjorgensen@mvsd320.org,360.428.6206,48.43748357,-122.3101262,Skagit,1,40
1226399.467,1171170.172,7199,5456,106007,Connections Academy,,29801,189,Northwest Educational Service District 189,29101,Sedro-Woolley School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"24828 Turning Point Court, Sedro-Woolley, Washington, 98284","24828 Turning Point Court, Sedro-Woolley, Washington, 98284",Scott  McPhee,smcphee@swsd.k12.wa.us,360-855-3785,48.53191901,-122.2079535,Skagit,1,39
